NAMEID,Birth,Variable,COU,Country,Year,Value
NS,Not stated,Outflows of foreign population by nationality,HUN,Hungary,2012,0
NS,Not stated,Outflows of foreign population by nationality,NOR,Norway,2012,0
NS,Not stated,Outflows of foreign population by nationality,BEL,Belgium,2012,96
NS,Not stated,Outflows of foreign population by nationality,NZL,New Zealand,2012,0.585
NS,Not stated,Outflows of foreign population by nationality,LUX,Luxembourg,2012,4
NS,Not stated,Outflows of foreign population by nationality,AUT,Austria,2012,65
OMN,Oman,Outflows of foreign population by nationality,AUS,Australia,2012,11
OMN,Oman,Outflows of foreign population by nationality,AUT,Austria,2012,1
OMN,Oman,Outflows of foreign population by nationality,DNK,Denmark,2012,0
OMN,Oman,Outflows of foreign population by nationality,FIN,Finland,2012,0
OMN,Oman,Outflows of foreign population by nationality,DEU,Germany,2012,98
OMN,Oman,Outflows of foreign population by nationality,HUN,Hungary,2012,0
OMN,Oman,Outflows of foreign population by nationality,ISL,Iceland,2012,0
OMN,Oman,Outflows of foreign population by nationality,ITA,Italy,2012,0
OMN,Oman,Outflows of foreign population by nationality,JPN,Japan,2012,102
OMN,Oman,Outflows of foreign population by nationality,KOR,Korea,2012,14
OMN,Oman,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
OMN,Oman,Outflows of foreign population by nationality,NLD,Netherlands,2012,16
OMN,Oman,Outflows of foreign population by nationality,NZL,New Zealand,2012,14
OMN,Oman,Outflows of foreign population by nationality,NOR,Norway,2012,0
OMN,Oman,Outflows of foreign population by nationality,ESP,Spain,2012,4
OMN,Oman,Outflows of foreign population by nationality,SWE,Sweden,2012,4
OMN,Oman,Outflows of foreign population by nationality,CHE,Switzerland,2012,2
PAK,Pakistan,Outflows of foreign population by nationality,AUS,Australia,2012,273
PAK,Pakistan,Outflows of foreign population by nationality,AUT,Austria,2012,588
PAK,Pakistan,Outflows of foreign population by nationality,DNK,Denmark,2012,215
PAK,Pakistan,Outflows of foreign population by nationality,FIN,Finland,2012,32
PAK,Pakistan,Outflows of foreign population by nationality,DEU,Germany,2012,1955
PAK,Pakistan,Outflows of foreign population by nationality,HUN,Hungary,2012,7
PAK,Pakistan,Outflows of foreign population by nationality,ISL,Iceland,2012,0
PAK,Pakistan,Outflows of foreign population by nationality,ITA,Italy,2012,598
PAK,Pakistan,Outflows of foreign population by nationality,JPN,Japan,2012,569
PAK,Pakistan,Outflows of foreign population by nationality,KOR,Korea,2012,2285
PAK,Pakistan,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
PAK,Pakistan,Outflows of foreign population by nationality,NLD,Netherlands,2012,286
PAK,Pakistan,Outflows of foreign population by nationality,NZL,New Zealand,2012,65
PAK,Pakistan,Outflows of foreign population by nationality,NOR,Norway,2012,214
PAK,Pakistan,Outflows of foreign population by nationality,ESP,Spain,2012,10258
PAK,Pakistan,Outflows of foreign population by nationality,SWE,Sweden,2012,708
PAK,Pakistan,Outflows of foreign population by nationality,CHE,Switzerland,2012,89
PAK,Pakistan,Outflows of foreign population by nationality,GBR,United Kingdom,2012,4000
PLW,Palau,Outflows of foreign population by nationality,AUS,Australia,2012,0
PLW,Palau,Outflows of foreign population by nationality,AUT,Austria,2012,0
PLW,Palau,Outflows of foreign population by nationality,FIN,Finland,2012,0
PLW,Palau,Outflows of foreign population by nationality,DEU,Germany,2012,1
PLW,Palau,Outflows of foreign population by nationality,HUN,Hungary,2012,0
PLW,Palau,Outflows of foreign population by nationality,ITA,Italy,2012,0
PLW,Palau,Outflows of foreign population by nationality,JPN,Japan,2012,18
PLW,Palau,Outflows of foreign population by nationality,KOR,Korea,2012,7
PLW,Palau,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
PLW,Palau,Outflows of foreign population by nationality,NOR,Norway,2012,0
PLW,Palau,Outflows of foreign population by nationality,ESP,Spain,2012,0
PLW,Palau,Outflows of foreign population by nationality,SWE,Sweden,2012,0
PLW,Palau,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,FIN,Finland,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,HUN,Hungary,2012,2
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,ISL,Iceland,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,ITA,Italy,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,JPN,Japan,2012,52
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,KOR,Korea,2012,4
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,NOR,Norway,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,ESP,Spain,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,SWE,Sweden,2012,0
PSE,Palestinian administrative areas,Outflows of foreign population by nationality,CHE,Switzerland,2012,5
PAN,Panama,Outflows of foreign population by nationality,AUT,Austria,2012,4
PAN,Panama,Outflows of foreign population by nationality,DNK,Denmark,2012,0
PAN,Panama,Outflows of foreign population by nationality,FIN,Finland,2012,0
PAN,Panama,Outflows of foreign population by nationality,DEU,Germany,2012,55
PAN,Panama,Outflows of foreign population by nationality,HUN,Hungary,2012,0
PAN,Panama,Outflows of foreign population by nationality,ISL,Iceland,2012,0
PAN,Panama,Outflows of foreign population by nationality,ITA,Italy,2012,4
PAN,Panama,Outflows of foreign population by nationality,JPN,Japan,2012,112
PAN,Panama,Outflows of foreign population by nationality,KOR,Korea,2012,10
PAN,Panama,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
PAN,Panama,Outflows of foreign population by nationality,NLD,Netherlands,2012,6
PAN,Panama,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
PAN,Panama,Outflows of foreign population by nationality,NOR,Norway,2012,5
PAN,Panama,Outflows of foreign population by nationality,ESP,Spain,2012,301
PAN,Panama,Outflows of foreign population by nationality,SWE,Sweden,2012,6
PAN,Panama,Outflows of foreign population by nationality,CHE,Switzerland,2012,70
PNG,Papua New Guinea,Outflows of foreign population by nationality,AUS,Australia,2012,153
PNG,Papua New Guinea,Outflows of foreign population by nationality,AUT,Austria,2012,1
PNG,Papua New Guinea,Outflows of foreign population by nationality,DNK,Denmark,2012,0
PNG,Papua New Guinea,Outflows of foreign population by nationality,FIN,Finland,2012,0
PNG,Papua New Guinea,Outflows of foreign population by nationality,DEU,Germany,2012,1
PNG,Papua New Guinea,Outflows of foreign population by nationality,HUN,Hungary,2012,0
PNG,Papua New Guinea,Outflows of foreign population by nationality,ISL,Iceland,2012,0
PNG,Papua New Guinea,Outflows of foreign population by nationality,ITA,Italy,2012,1
PNG,Papua New Guinea,Outflows of foreign population by nationality,JPN,Japan,2012,151
PNG,Papua New Guinea,Outflows of foreign population by nationality,KOR,Korea,2012,4
PNG,Papua New Guinea,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
PNG,Papua New Guinea,Outflows of foreign population by nationality,NLD,Netherlands,2012,2
PNG,Papua New Guinea,Outflows of foreign population by nationality,NZL,New Zealand,2012,58
PNG,Papua New Guinea,Outflows of foreign population by nationality,NOR,Norway,2012,1
PNG,Papua New Guinea,Outflows of foreign population by nationality,ESP,Spain,2012,1
PNG,Papua New Guinea,Outflows of foreign population by nationality,SWE,Sweden,2012,0
PNG,Papua New Guinea,Outflows of foreign population by nationality,CHE,Switzerland,2012,2
PRY,Paraguay,Outflows of foreign population by nationality,AUS,Australia,2012,5
PRY,Paraguay,Outflows of foreign population by nationality,AUT,Austria,2012,8
PRY,Paraguay,Outflows of foreign population by nationality,DNK,Denmark,2012,4
PRY,Paraguay,Outflows of foreign population by nationality,FIN,Finland,2012,0
PRY,Paraguay,Outflows of foreign population by nationality,DEU,Germany,2012,130
PRY,Paraguay,Outflows of foreign population by nationality,HUN,Hungary,2012,0
PRY,Paraguay,Outflows of foreign population by nationality,ISL,Iceland,2012,1
PRY,Paraguay,Outflows of foreign population by nationality,ITA,Italy,2012,24
PRY,Paraguay,Outflows of foreign population by nationality,JPN,Japan,2012,181
PRY,Paraguay,Outflows of foreign population by nationality,KOR,Korea,2012,22
PRY,Paraguay,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
PRY,Paraguay,Outflows of foreign population by nationality,NLD,Netherlands,2012,5
PRY,Paraguay,Outflows of foreign population by nationality,NZL,New Zealand,2012,0.001
PRY,Paraguay,Outflows of foreign population by nationality,NOR,Norway,2012,5
PRY,Paraguay,Outflows of foreign population by nationality,ESP,Spain,2012,9898
PRY,Paraguay,Outflows of foreign population by nationality,SWE,Sweden,2012,0
PRY,Paraguay,Outflows of foreign population by nationality,CHE,Switzerland,2012,20
PER,Peru,Outflows of foreign population by nationality,AUS,Australia,2012,76
PER,Peru,Outflows of foreign population by nationality,AUT,Austria,2012,74
PER,Peru,Outflows of foreign population by nationality,DNK,Denmark,2012,21
PER,Peru,Outflows of foreign population by nationality,FIN,Finland,2012,5
PER,Peru,Outflows of foreign population by nationality,DEU,Germany,2012,580
PER,Peru,Outflows of foreign population by nationality,HUN,Hungary,2012,3
PER,Peru,Outflows of foreign population by nationality,ISL,Iceland,2012,1
PER,Peru,Outflows of foreign population by nationality,ITA,Italy,2012,430
PER,Peru,Outflows of foreign population by nationality,JPN,Japan,2012,514
PER,Peru,Outflows of foreign population by nationality,KOR,Korea,2012,193
PER,Peru,Outflows of foreign population by nationality,LUX,Luxembourg,2012,7
PER,Peru,Outflows of foreign population by nationality,NLD,Netherlands,2012,113
PER,Peru,Outflows of foreign population by nationality,NZL,New Zealand,2012,17
PER,Peru,Outflows of foreign population by nationality,NOR,Norway,2012,31
PER,Peru,Outflows of foreign population by nationality,ESP,Spain,2012,8448
PER,Peru,Outflows of foreign population by nationality,SWE,Sweden,2012,42
PER,Peru,Outflows of foreign population by nationality,CHE,Switzerland,2012,94
PHL,Philippines,Outflows of foreign population by nationality,AUS,Australia,2012,820
PHL,Philippines,Outflows of foreign population by nationality,AUT,Austria,2012,122
PHL,Philippines,Outflows of foreign population by nationality,BEL,Belgium,2012,146
PHL,Philippines,Outflows of foreign population by nationality,DNK,Denmark,2012,1069
PHL,Philippines,Outflows of foreign population by nationality,FIN,Finland,2012,22
PHL,Philippines,Outflows of foreign population by nationality,DEU,Germany,2012,4075
PHL,Philippines,Outflows of foreign population by nationality,HUN,Hungary,2012,4
PHL,Philippines,Outflows of foreign population by nationality,ISL,Iceland,2012,12
PHL,Philippines,Outflows of foreign population by nationality,ITA,Italy,2012,439
PHL,Philippines,Outflows of foreign population by nationality,JPN,Japan,2012,8612
PHL,Philippines,Outflows of foreign population by nationality,KOR,Korea,2012,14393
PHL,Philippines,Outflows of foreign population by nationality,LUX,Luxembourg,2012,7
PHL,Philippines,Outflows of foreign population by nationality,NLD,Netherlands,2012,471
PHL,Philippines,Outflows of foreign population by nationality,NZL,New Zealand,2012,412
PHL,Philippines,Outflows of foreign population by nationality,NOR,Norway,2012,1047
PHL,Philippines,Outflows of foreign population by nationality,ESP,Spain,2012,1294
PHL,Philippines,Outflows of foreign population by nationality,SWE,Sweden,2012,60
PHL,Philippines,Outflows of foreign population by nationality,CHE,Switzerland,2012,153
PHL,Philippines,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
PHL,Philippines,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
POL,Poland,Outflows of foreign population by nationality,AUS,Australia,2012,304
POL,Poland,Outflows of foreign population by nationality,AUT,Austria,2012,3686
POL,Poland,Outflows of foreign population by nationality,BEL,Belgium,2012,3440
POL,Poland,Outflows of foreign population by nationality,CZE,Czech Republic,2012,153
POL,Poland,Outflows of foreign population by nationality,DNK,Denmark,2012,1888
POL,Poland,Outflows of foreign population by nationality,FIN,Finland,2012,123
POL,Poland,Outflows of foreign population by nationality,DEU,Germany,2012,108985
POL,Poland,Outflows of foreign population by nationality,HUN,Hungary,2012,63
POL,Poland,Outflows of foreign population by nationality,ISL,Iceland,2012,740
POL,Poland,Outflows of foreign population by nationality,ITA,Italy,2012,1417
POL,Poland,Outflows of foreign population by nationality,JPN,Japan,2012,736
POL,Poland,Outflows of foreign population by nationality,KOR,Korea,2012,173
POL,Poland,Outflows of foreign population by nationality,LUX,Luxembourg,2012,190
POL,Poland,Outflows of foreign population by nationality,NLD,Netherlands,2012,9880
POL,Poland,Outflows of foreign population by nationality,NZL,New Zealand,2012,36
POL,Poland,Outflows of foreign population by nationality,NOR,Norway,2012,2043
POL,Poland,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,9
POL,Poland,Outflows of foreign population by nationality,ESP,Spain,2012,4718
POL,Poland,Outflows of foreign population by nationality,SWE,Sweden,2012,1537
POL,Poland,Outflows of foreign population by nationality,CHE,Switzerland,2012,1007
POL,Poland,Outflows of foreign population by nationality,GBR,United Kingdom,2012,15000
POL,Poland,Outflows of foreign population by nationality,SVN,Slovenia,2012,17
PRT,Portugal,Outflows of foreign population by nationality,AUS,Australia,2012,78
PRT,Portugal,Outflows of foreign population by nationality,AUT,Austria,2012,342
PRT,Portugal,Outflows of foreign population by nationality,BEL,Belgium,2012,1634
PRT,Portugal,Outflows of foreign population by nationality,DNK,Denmark,2012,152
PRT,Portugal,Outflows of foreign population by nationality,FIN,Finland,2012,21
PRT,Portugal,Outflows of foreign population by nationality,DEU,Germany,2012,5844
PRT,Portugal,Outflows of foreign population by nationality,HUN,Hungary,2012,7
PRT,Portugal,Outflows of foreign population by nationality,ISL,Iceland,2012,36
PRT,Portugal,Outflows of foreign population by nationality,ITA,Italy,2012,118
PRT,Portugal,Outflows of foreign population by nationality,JPN,Japan,2012,122
PRT,Portugal,Outflows of foreign population by nationality,KOR,Korea,2012,30
PRT,Portugal,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1688
PRT,Portugal,Outflows of foreign population by nationality,NLD,Netherlands,2012,1698
PRT,Portugal,Outflows of foreign population by nationality,NZL,New Zealand,2012,9
PRT,Portugal,Outflows of foreign population by nationality,NOR,Norway,2012,62
